FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus
Nitzschia dissipata var media,Nitzschia dissipata var media,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia dubia,Nitzschia dubia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia dubia W Smith,Nitzschia dubia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia dubia W. Smith,Nitzschia dubia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia elegantula,Nitzschia elegantula,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia epithemoides,Nitzschia epithemoides,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia exilis,Nitzschia exilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia fasciculata,Nitzschia fasciculata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia fasciculata (Grunow) Grunow in Van Heurck,Nitzschia fasciculata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia filiformis,Nitzschia filiformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia filiformis (W. Smith) Van Heurck,Nitzschia filiformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia filiformis var conferta,Nitzschia filiformis var conferta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia flexa,Nitzschia flexa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia flexoides,Nitzschia flexoides,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia fonticola,Nitzschia fonticola,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia fonticola (Grunow) Grunow in Van Heurck,Nitzschia fonticola,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia fonticoloides,Nitzschia fonticoloides,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia fossilis,Nitzschia fossilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia frustulum,Nitzschia frustulum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia frustulum (K™tzing) Grunow in Cleve & Grunow,Nitzschia frustulum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia frustulum (K¸tzing) Grunow in Cleve & Grunow,Nitzschia frustulum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia graciliformis,Nitzschia graciliformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia gracilis,Nitzschia gracilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia gracilis Hantzsch in Rabenhorst,Nitzschia gracilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia hantzschiana,Nitzschia hantzschiana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia hantzschiana Rabenhorst,Nitzschia hantzschiana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia heufleriana,Nitzschia heufleriana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia heufleriana Grunow,Nitzschia heufleriana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia homburgiensis,Nitzschia homburgiensis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia hybrida,Nitzschia hybrida,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia incognita,Nitzschia incognita,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia incognita Legler & Krasske,Nitzschia incognita,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia inconspicua,Nitzschia inconspicua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia inconspicua Grunow,Nitzschia inconspicua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia innominata,Nitzschia innominata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia intermedia,Nitzschia intermedia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia intermedia Hantzsch ex Cleve & Grunow,Nitzschia intermedia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia kotschii,Nitzschia kotschii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia kotschii (Grunow) F.W. Mills,Nitzschia kotschii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia lacunarum,Nitzschia lacunarum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia lacuum,Nitzschia lacuum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia lacuum Lange-Bertalot,Nitzschia lacuum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia laevis,Nitzschia laevis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia lanceolata,Nitzschia lanceolata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia liebethruthii,Nitzschia liebethruthii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia liebethruthii Rabenhorst,Nitzschia liebethruthii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia linearis,Nitzschia linearis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia linearis (Agardh) W Smith,Nitzschia linearis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia linearis (Agardh) W. Smith,Nitzschia linearis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia linearis var tenuis,Nitzschia linearis var tenuis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia littorea,Nitzschia littorea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia littorea Grunow in Van Heurck,Nitzschia littorea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia lorenziana,Nitzschia lorenziana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia microcephala,Nitzschia microcephala,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia microcephala Grunow,Nitzschia microcephala,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia minuta,Nitzschia minuta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia minuta Bleisch,Nitzschia minuta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia modesta,Nitzschia modesta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia nana,Nitzschia nana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia navicularis,Nitzschia navicularis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia normanii,Nitzschia normanii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia obtusa,Nitzschia obtusa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia obtusa Smith,Nitzschia obtusa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia oregona,Nitzschia oregona,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia ovalis,Nitzschia ovalis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia ovalis Arnott in Cleve & Grunow,Nitzschia ovalis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea,Nitzschia palea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea (K™tzing) W Smith,Nitzschia palea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea (K¸tzing) W Smith,Nitzschia palea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea (K¸tzing) W. Smith,Nitzschia palea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea var debilis,Nitzschia palea var debilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea var tenuirostris,Nitzschia palea var tenuirostris,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia palea var. tenuirostris Grunow in Van Heurck,Nitzschia palea var tenuirostris,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia paleacea,Nitzschia paleacea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia paleacea Grunow in Van Heurck,Nitzschia paleacea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia paleaeformis,Nitzschia paleaeformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia panduriformis var continua,Nitzschia panduriformis var continua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia parvula,Nitzschia parvula,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pellucida,Nitzschia pellucida,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pellucida Grunow in Cleve & Grunow,Nitzschia pellucida,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perminuta,Nitzschia perminuta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perminuta (Grunow in Van Heurck) M Peragallo,Nitzschia perminuta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perminuta (Grunow in Van Heurck) M. Peragallo,Nitzschia perminuta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perpusilla,Nitzschia perpusilla,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perpusilla Rabenhorst,Nitzschia perpusilla,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perspicua,Nitzschia perspicua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia perspicua Cholnoky,Nitzschia perspicua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia prolongata var hoehnkii,Nitzschia prolongata var hoehnkii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pseudofonticola,Nitzschia pseudofonticola,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pumila,Nitzschia pumila,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pura,Nitzschia pura,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pusilla,Nitzschia pusilla,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia pusilla Grunow,Nitzschia pusilla,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia radicula,Nitzschia radicula,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia recta,Nitzschia recta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia recta Hantzsch ex Rabenhorst,Nitzschia recta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia reversa,Nitzschia reversa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia reversa Smith,Nitzschia reversa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia romana,Nitzschia romana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia rosenstockii,Nitzschia rosenstockii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia rostellata,Nitzschia rostellata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia scalpelliformis,Nitzschia scalpelliformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia scalpelliformis Grunow in Cleve & Grunow,Nitzschia scalpelliformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sigma,Nitzschia sigma,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sigma (K¸tzing) W. Smith,Nitzschia sigma,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sigmoidea,Nitzschia sigmoidea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sigmoidea (Nitzsch) W Smith,Nitzschia sigmoidea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sigmoidea (Nitzsch) W. Smith,Nitzschia sigmoidea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia siliqua,Nitzschia siliqua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia siliqua Archibald,Nitzschia siliqua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sinuata,Nitzschia sinuata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sinuata (Thwaites in W. Smith) Grunow in Cleve & Grunow,Nitzschia sinuata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sinuata var delognei,Nitzschia sinuata var delognei,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sinuata var tabellaria,Nitzschia sinuata var tabellaria,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sinuata var. tabellaria (Grunow) Grunow in Van Heurck,Nitzschia sinuata var tabellaria,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sociabilis,Nitzschia sociabilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia solita,Nitzschia solita,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia solita Hustedt,Nitzschia solita,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 1,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 1 CAL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 1 SWAMP CG,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 1 SWAMP JR,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 10 SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 2,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 2 SWAMP CG,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 2 SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 3,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 3 SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 4,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 4 SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 5,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 5 SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 6,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 6 SCCWRP BSL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp 7 SCCWRP BSL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp A SWAMP EWT,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp A SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp A SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp B SWAMP EWT,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp. 3 SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp. 4 SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp. 5 SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp. 6 SCCWRP BSL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sp. 7 SCCWRP BSL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia subacicularis,Nitzschia subacicularis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia subacicularis Hustedt in Schmidt et al.,Nitzschia subacicularis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia subcohaerens var scotica,Nitzschia subcohaerens var scotica,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia sublinearis,Nitzschia sublinearis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia subtilis,Nitzschia subtilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia supralitorea,Nitzschia supralitorea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia tenuirostris,Nitzschia tenuirostris,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia terrestris,Nitzschia terrestris,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia tropica,Nitzschia tropica,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia tryblionella,Nitzschia tryblionella,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia tubicola,Nitzschia tubicola,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia umbonata,Nitzschia umbonata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia umbonata (Ehrenberg) Lange-Bertalot,Nitzschia umbonata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia valdecostata,Nitzschia valdecostata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia valdecostata Lange-Bertalot & Simonsen,Nitzschia valdecostata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia valdestriata,Nitzschia valdestriata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nitzschia valdestriata Aleem & Hustedt,Nitzschia valdestriata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Nodularia cf harveyana,Nodularia,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nodularia cf spumigena,Nodularia,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nodularia harveyana,Nodularia harveyana,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nodularia harveyana (Thwaites) Thur.,Nodularia harveyana,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nodularia harveyana var sphaerocarpa,Nodularia harveyana varhaerocarpa,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nodularia spumigena,Nodulariaumigena,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nodularia spumigena Mert.,Nodulariaumigena,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia
Nostoc,Nostoc,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Nostoc caeruleum var planctonicum,Nostoc caeruleum var planctonicum,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Nostoc cf commune,Nostoc,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Nostoc cf linckia,Nostoc,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Nostoc cf microscopicum,Nostoc,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Nostoc cf muscorum,Nostoc,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
