FinalIDassigned,AlgaeList,Habit,BCG,BCG45,BCG12,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,NitrogenUptakeMetabolism2,OxygenRequirements,Salinity,Salinity2,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,ZHR,CRUS,Green,Phylum,Class,Order,Family,Genus1,orig.FinalID
Navicula cryptotenelloides,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula densilineolata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula detenta,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula difficillima,Diatom_2012,BN,2,,yes,,,,,,,MM,,,DO_100,F,F,,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula digitoradiata,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula duerrenbergiana,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula eidrigiana,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula elginensis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula elginensis var cuneata,Diatom_2012,BN,0,,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula erifuga,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,BF,Halo,,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula escambia,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula exilis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula expecta,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula festiva,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula gerloffii,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula germainii,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula globulifera,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula goersii,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula gottlandica,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula graciloides,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula gregalis,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula gregaria,Diatom_2012,BN,5,yes,,,,,,,,MM,NAHON,NAHON,DO_30,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula harderi,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,F,F,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula hasta,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula hintzii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula incertata,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula ingenua,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula kotschyi,Diatom_2012,BN,4,yes,,,,,,,,MM,,,DO_100,FB,FB,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula lanceolata,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_50,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula laterostrata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula leptostriata,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula libonensis,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula limata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula longa,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula lundii,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula margalithii,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,FB,FB,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula medioconvexa,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,F,F,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula menisculus,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_50,FB,FB,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula meniscus,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,BF,Halo,,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula microcari,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula microdigitoradiata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula modica,Diatom_2012,BN,3,,,,,,,,,MM,,,,F,F,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula normaloides,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula notha,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula novaesiberica,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula oblonga,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula obsoleta,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula occulta,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula oppugnata,Diatom_2012,BN,3,,,,,,,,,MM,,,,FB,FB,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula parabilis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula peregrina,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,B,Halo,,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula perminuta,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula phyllepta,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula phylleptosoma,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula porifera var opportuna,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula praeterita,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula pseudoarvensis,Diatom_2012,BN,0,,,,,,,,,MM,,,,FB,FB,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula pseudolanceolata,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula pseudotenelloides,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula pseudoventralis,Diatom_2012,BN,4,yes,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula radiosa,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula radiosa var tenella,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula radiosafallax,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula recens,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula reichardtiana,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula reinhardtii,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula rhynchocephala,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_30,FB,FB,BM,,I,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula rhynchotella,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula rostellata,Diatom_2012,BN,5,yes,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula rotunda,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula salinarum,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_75,B,Halo,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula salinicola,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sanctaecrucis,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula schadei,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula schmassmanni,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula schroeteri,Diatom_2012,BN,5,yes,,,,,,,,MM,,,DO_100,BF,Halo,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula stankovici,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula striolata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subinflatoides,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula submuralis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrhynchocephala,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrostellata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrotundata,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,FB,FB,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula supergregaria,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula symmetrica,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tenelloides,Diatom_2012,BN,4,yes,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tenuipunctata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tridentula,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tripunctata,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula triundulata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula trivialis,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_50,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula upsaliensis,Diatom_2012,BN,0,,,,,,,,,MM,,,,FB,FB,BM,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vandamii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula veneta,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_30,BF,Halo,AMPS,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula ventralis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vilaplanii,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridula,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridula var linearis,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridulacalcis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicula viridulacalcis subsp viridulacalcis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vitabunda,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vulpina,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula walkeri,Diatom_2012,BN,1,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula wildii,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Naviculaceae,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,,
Naviculalendicula,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Naviculales,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,,,
Neidiopsis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidiopsis,
Neidiopsis levanderi,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidiopsis,
Neidium,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium affine,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium affine var longiceps,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium alpinum,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium ampliatum,Diatom_2012,BN,3,,,,,,,,,MM,,,,FB,FB,,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium apiculatum var constrictum,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium binodeforme,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium binodis,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium bisulcatum,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium dubium,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium hercynicum,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium iridis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium productum,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium septentrionalis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium stoermeri,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium tenuissimum,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Nephrocytium,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,Nephrocytium cf agardhianum
Nephrocytium agardhianum,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,Nephrocytium agardhianum
Nephrocytium limneticum,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,Nephrocytium limneticum
Netrium,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Netrium,Netrium cf digitus
Netrium digitus,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Netrium,Netrium digitus
Nitella,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Nitella,Nitella cf tenuissima
Nitella tenuissima,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Nitella,Nitella tenuissima
Nitzschia,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitzschia acicularioides,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia acicularis,Diatom_2012,BN,4,yes,,,,,,,,HM,NHHONO,Heterotroph,DO_30,FB,FB,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia acidoclinata,Diatom_2012,BN,0,,,,,,,,,HM,NALON,NALON,DO_100,F,F,BM,,M,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia aequorea,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitzschia agnita,Diatom_2012,BN,0,,,,,,,,,HM,,,,B,Halo,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia alpina,Diatom_2012,BN,2,,yes,,,,,,,HM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia alpinobacillum,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibia,Diatom_2012,BN,5,yes,,,,,,,,HM,NHHONF,Heterotroph,DO_50,FB,FB,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibia f frauenfeldii,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibioides,Diatom_2012,BN,4,yes,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amplectens,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia angustata,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia angustatula,Diatom_2012,BN,4,yes,,,,,,,,HM,,,,BF,Halo,,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia archibaldii,Diatom_2012,BN,3,,,,,,,,,HM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia aurariae,Diatom_2012,BN,4,yes,,,,,,,,HM,NHHONF,Heterotroph,DO_30,B,Halo,AM,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia austriaca,Diatom_2012,BN,0,,,,,,,,,HM,NHHONO,Heterotroph,DO_50,BF,Halo,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bacilliformis,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bacillum,Diatom_2012,BN,4,yes,,,,,,,,HM,,,,FB,FB,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia balcanica,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitzschia bita,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitzschia brevissima,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bryophila,Diatom_2012,BN,4,yes,,,,,,,,HM,NALON,NALON,DO_100,F,F,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bulnheimiana,Diatom_2012,BN,4,yes,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
